Date;Filière;Valeur (TWh);Nature
2010-08;"Hydraulique";4,348;Données Consolidées
2010-09;"Hydraulique";3,594;Données Consolidées
2010-10;"Hydraulique";4,023;Données Consolidées
2010-11;"Hydraulique";5,466;Données Consolidées
2010-12;"Hydraulique";6,985;Données Consolidées
2011-01;"Hydraulique";5,981;Données Consolidées
2011-02;"Hydraulique";4,113;Données Consolidées
2011-03;"Hydraulique";4,431;Données Consolidées
2011-04;"Hydraulique";3,998;Données Consolidées
2011-05;"Hydraulique";3,372;Données Consolidées
2011-06;"Hydraulique";4,27;Données Consolidées
2011-07;"Hydraulique";4,174;Données Consolidées
2011-08;"Hydraulique";3,872;Données Consolidées
2011-09;"Hydraulique";3,219;Données Consolidées
2011-10;"Hydraulique";3,257;Données Consolidées
2011-11;"Hydraulique";3,937;Données Consolidées
2011-12;"Hydraulique";5,646;Données Consolidées
2012-01;"Hydraulique";6,741;Données Consolidées
2012-02;"Hydraulique";5,243;Données Consolidées
2012-03;"Hydraulique";3,895;Données Consolidées
2012-04;"Hydraulique";5,302;Données Consolidées
2012-05;"Hydraulique";7,707;Données Consolidées
2012-06;"Hydraulique";6,823;Données Consolidées
2012-07;"Hydraulique";4,901;Données Consolidées
2012-08;"Hydraulique";3,563;Données Consolidées
2012-09;"Hydraulique";3,641;Données Consolidées
2012-10;"Hydraulique";4,534;Données Consolidées
2012-11;"Hydraulique";4,914;Données Consolidées
2012-12;"Hydraulique";6,521;Données Consolidées
2013-01;"Hydraulique";6,905658338;Données Consolidées
2013-02;"Hydraulique";6,857306401;Données Consolidées
2013-03;"Hydraulique";6,488119386;Données Consolidées
2013-04;"Hydraulique";7,241331608;Données Consolidées
2013-05;"Hydraulique";8,607657303;Données Consolidées
2013-06;"Hydraulique";7,374165357;Données Consolidées
2013-07;"Hydraulique";6,40682022;Données Consolidées
2013-08;"Hydraulique";4,551087074;Données Consolidées
2013-09;"Hydraulique";4,12534711;Données Consolidées
2013-10;"Hydraulique";4,854995302;Données Consolidées
2013-11;"Hydraulique";6,364422227;Données Consolidées
2013-12;"Hydraulique";5,689341189;Données Consolidées
2014-01;"Hydraulique";7,029323008149;Données Consolidées
2014-02;"Hydraulique";7,059827809879;Données Consolidées
2014-03;"Hydraulique";6,978205372953;Données Consolidées
2014-04;"Hydraulique";5,780052442885;Données Consolidées
2014-05;"Hydraulique";6,12894251903;Données Consolidées
2014-06;"Hydraulique";4,95684040923;Données Consolidées
2014-07;"Hydraulique";6,127714594928;Données Consolidées
2014-08;"Hydraulique";5,272236617718;Données Consolidées
2014-09;"Hydraulique";3,733771294195;Données Consolidées
2014-10;"Hydraulique";3,757241677861;Données Consolidées
2014-11;"Hydraulique";4,853922862583;Données Consolidées
2014-12;"Hydraulique";5,729297941677;Données Consolidées
2015-01;"Hydraulique";6,203325909086;Données Consolidées
2015-02;"Hydraulique";6,37459913683;Données Consolidées
2015-03;"Hydraulique";6,48054917573;Données Consolidées
2015-04;"Hydraulique";5,728845518074;Données Consolidées
2015-05;"Hydraulique";6,452224739027;Données Consolidées
2015-06;"Hydraulique";5,589550626116;Données Consolidées
2015-07;"Hydraulique";4,008137396214;Données Consolidées
2015-08;"Hydraulique";3,410344413179;Données Consolidées
2015-09;"Hydraulique";3,421187415226;Données Consolidées
2015-10;"Hydraulique";3,873896782054;Données Consolidées
2015-11;"Hydraulique";3,549972483167;Données Consolidées
2015-12;"Hydraulique";3,65731752731;Données Consolidées
2016-01;"Hydraulique";5,676766360289;Données Consolidées
2016-02;"Hydraulique";6,939796393086;Données Consolidées
2016-03;"Hydraulique";6,599527576506;Données Consolidées
2016-04;"Hydraulique";6,461725236334;Données Consolidées
2016-05;"Hydraulique";6,533701775742;Données Consolidées
2016-06;"Hydraulique";7,157149687661;Données Consolidées
2016-07;"Hydraulique";5,275702402381;Données Consolidées
2016-08;"Hydraulique";3,854307190741;Données Consolidées
2016-09;"Hydraulique";3,364324384516;Données Consolidées
2016-10;"Hydraulique";3,056593952634;Données Consolidées
2016-11;"Hydraulique";4,23961439697;Données Consolidées
2016-12;"Hydraulique";4,474004969333;Données Consolidées
2017-01;"Hydraulique";5,191719696343;Données Consolidées
2017-02;"Hydraulique";4,534442967936;Données Consolidées
2017-03;"Hydraulique";6,231795510201;Données Consolidées
2017-04;"Hydraulique";4,145625216537;Données Consolidées
2017-05;"Hydraulique";5,683113589937;Données Consolidées
2017-06;"Hydraulique";5,054164756831;Données Consolidées
2017-07;"Hydraulique";3,861177626576;Données Consolidées
2017-08;"Hydraulique";3,472256650715;Données Consolidées
2017-09;"Hydraulique";3,072882835701;Données Consolidées
2017-10;"Hydraulique";2,717978475526;Données Consolidées
2017-11;"Hydraulique";3,915132089738;Données Consolidées
2017-12;"Hydraulique";5,301964507466;Données Consolidées
2018-01;"Hydraulique";7,285367197789;Données Consolidées
2018-02;"Hydraulique";7,147797567027;Données Consolidées
2018-03;"Hydraulique";7,09298239145;Données Consolidées
2018-04;"Hydraulique";6,930896618128;Données Consolidées
2018-05;"Hydraulique";7,675226314774;Données Consolidées
2018-06;"Hydraulique";7,537407624955;Données Consolidées
2018-07;"Hydraulique";5,253022113393;Données Consolidées
2018-08;"Hydraulique";3,875767804431;Données Consolidées
2018-09;"Hydraulique";3,019011347883;Données Consolidées
2018-10;"Hydraulique";2,914919133107;Données Consolidées
2018-11;"Hydraulique";3,955858371698;Données Consolidées
2018-12;"Hydraulique";5,149262504044;Données Consolidées
2019-01;"Hydraulique";4,962953769328;Données Consolidées
2019-02;"Hydraulique";5,029546301521;Données Consolidées
2019-03;"Hydraulique";5,143913143238;Données Consolidées
2019-04;"Hydraulique";4,483759643048;Données Consolidées
2019-05;"Hydraulique";5,531757845597;Données Consolidées
2019-06;"Hydraulique";5,740066522405;Données Consolidées
2019-07;"Hydraulique";4,371851202491;Données Consolidées
2019-08;"Hydraulique";3,735866043564;Données Consolidées
2019-09;"Hydraulique";2,561920904923;Données Consolidées
2019-10;"Hydraulique";3,772552731541;Données Consolidées
2019-11;"Hydraulique";6,447940130196;Données Consolidées
2019-12;"Hydraulique";7,826269989;Données Consolidées
2020-01;"Hydraulique";6,299329867821;Données Consolidées
2020-02;"Hydraulique";6,271667951346;Données Consolidées
2020-03;"Hydraulique";7,321267226534;Données Consolidées
2020-04;"Hydraulique";5,059091913285;Données Consolidées
2020-05;"Hydraulique";6,662506698207;Données Consolidées
2020-06;"Hydraulique";6,340569864817;Données Consolidées
2020-07;"Hydraulique";4,58500952383;Données Consolidées
2020-08;"Hydraulique";3,67329254147;Données Consolidées
2020-09;"Hydraulique";3,346188740525;Données Consolidées
2020-10;"Hydraulique";5,137003122291;Données Consolidées
2020-11;"Hydraulique";4,496266302092;Données Consolidées
2020-12;"Hydraulique";5,737481609427;Données Consolidées
2021-01;"Hydraulique";7,268982372003;Données Consolidées
2021-02;"Hydraulique";6,847100271845;Données Consolidées
2021-03;"Hydraulique";5,881466877843;Données Consolidées
2021-04;"Hydraulique";3,973147522452;Données Consolidées
2021-05;"Hydraulique";6,216259004673;Données Consolidées
2021-06;"Hydraulique";6,180734267224;Données Consolidées
2021-07;"Hydraulique";5,571181231814;Données Consolidées
2021-08;"Hydraulique";4,38067462827;Données Consolidées
2021-09;"Hydraulique";3,393283299603;Données Consolidées
2021-10;"Hydraulique";2,998764656198;Données Consolidées
2021-11;"Hydraulique";3,974061691755;Données Consolidées
2021-12;"Hydraulique";5,290325205589;Données Consolidées
2022-01;"Hydraulique";5,873801341456;Données Consolidées
2022-02;"Hydraulique";4,374879157346;Données Consolidées
2022-03;"Hydraulique";4,557038735393;Données Consolidées
2022-04;"Hydraulique";5,059743875927;Données Consolidées
2022-05;"Hydraulique";5,023937280174;Données Consolidées
2022-06;"Hydraulique";4,005613927425;Données Consolidées
2022-07;"Hydraulique";3,464144692013;Données Consolidées
2022-08;"Hydraulique";2,689641331852;Données Consolidées
2022-09;"Hydraulique";2,444186690635;Données Consolidées
2022-10;"Hydraulique";3,038516135611;Données Consolidées
2022-11;"Hydraulique";3,893272437885;Données Consolidées
2022-12;"Hydraulique";5,190848047987;Données Consolidées
2023-01;"Hydraulique";6,373997089871;Données Consolidées
2023-02;"Hydraulique";3,593667292259;Données Consolidées
2023-03;"Hydraulique";4,633920558097;Données Consolidées
2023-04;"Hydraulique";4,592216369856;Données Consolidées
2023-05;"Hydraulique";5,403254098781;Données Consolidées
2023-06;"Hydraulique";5,781388666324;Données Consolidées
2023-07;"Hydraulique";3,997297137617;Données Consolidées
2023-08;"Hydraulique";3,589299548195;Données Consolidées
2023-09;"Hydraulique";3,187693564346;Données Consolidées
2023-10;"Hydraulique";3,591569192708;Données Consolidées
2023-11;"Hydraulique";6,676687952381;Données Consolidées
2023-12;"Hydraulique";7,427538005735;Données Consolidées
2024-01;"Hydraulique";7,809298945175;Données Consolidées
2024-02;"Hydraulique";6,344138125662;Données Consolidées
2024-03;"Hydraulique";7,503564563156;Données Consolidées
2024-04;"Hydraulique";6,124438356226;Données Consolidées
2024-05;"Hydraulique";7,727139734425;Données Consolidées
2024-06;"Hydraulique";6,654402628497;Données Consolidées
2024-07;"Hydraulique";5,919033128254;Données Consolidées
2024-08;"Hydraulique";4,244784935302;Données Consolidées
2024-09;"Hydraulique";4,00834941665;Données Consolidées
2024-10;"Hydraulique";6,1805175;Données provisoires
1995-01;"Thermique fossile";3,697;Données Consolidées
1995-02;"Thermique fossile";1,931;Données Consolidées
1995-03;"Thermique fossile";3,339;Données Consolidées
1995-04;"Thermique fossile";2,711;Données Consolidées
1995-05;"Thermique fossile";2,152;Données Consolidées
1995-06;"Thermique fossile";2,675;Données Consolidées
1995-07;"Thermique fossile";2,972;Données Consolidées
1995-08;"Thermique fossile";2,181;Données Consolidées
1995-09;"Thermique fossile";3,622;Données Consolidées
1995-10;"Thermique fossile";3,081;Données Consolidées
1995-11;"Thermique fossile";4,51;Données Consolidées
1995-12;"Thermique fossile";3,931;Données Consolidées
1996-01;"Thermique fossile";3,889;Données Consolidées
1996-02;"Thermique fossile";5,196;Données Consolidées
1996-03;"Thermique fossile";4,465;Données Consolidées
1996-04;"Thermique fossile";3,036;Données Consolidées
1996-05;"Thermique fossile";2,443;Données Consolidées
1996-06;"Thermique fossile";2,818;Données Consolidées
1996-07;"Thermique fossile";2,685;Données Consolidées
1996-08;"Thermique fossile";1,105;Données Consolidées
1996-09;"Thermique fossile";2,798;Données Consolidées
1996-10;"Thermique fossile";3,908;Données Consolidées
1996-11;"Thermique fossile";4,327;Données Consolidées
1996-12;"Thermique fossile";5,011;Données Consolidées
1997-01;"Thermique fossile";6,65;Données Consolidées
1997-02;"Thermique fossile";4,244;Données Consolidées
1997-03;"Thermique fossile";2,296;Données Consolidées
1997-04;"Thermique fossile";2,173;Données Consolidées
1997-05;"Thermique fossile";1,47;Données Consolidées
1997-06;"Thermique fossile";1,933;Données Consolidées
1997-07;"Thermique fossile";1,51;Données Consolidées
1997-08;"Thermique fossile";1,586;Données Consolidées
1997-09;"Thermique fossile";2,492;Données Consolidées
1997-10;"Thermique fossile";3,999;Données Consolidées
1997-11;"Thermique fossile";4,311;Données Consolidées
1997-12;"Thermique fossile";5,117;Données Consolidées
1998-01;"Thermique fossile";4,842;Données Consolidées
1998-02;"Thermique fossile";4,421;Données Consolidées
1998-03;"Thermique fossile";5,349;Données Consolidées
1998-04;"Thermique fossile";5,34;Données Consolidées
1998-05;"Thermique fossile";3,011;Données Consolidées
1998-06;"Thermique fossile";2,955;Données Consolidées
1998-07;"Thermique fossile";3,845;Données Consolidées
1998-08;"Thermique fossile";2,868;Données Consolidées
1998-09;"Thermique fossile";3,128;Données Consolidées
1998-10;"Thermique fossile";3,36;Données Consolidées
1998-11;"Thermique fossile";5,7;Données Consolidées
1998-12;"Thermique fossile";7,841;Données Consolidées
1999-01;"Thermique fossile";5,953;Données Consolidées
1999-02;"Thermique fossile";6,197;Données Consolidées
1999-03;"Thermique fossile";4,792;Données Consolidées
1999-04;"Thermique fossile";3,035;Données Consolidées
1999-05;"Thermique fossile";1,965;Données Consolidées
1999-06;"Thermique fossile";2,324;Données Consolidées
1999-07;"Thermique fossile";2,594;Données Consolidées
1999-08;"Thermique fossile";1,95;Données Consolidées
1999-09;"Thermique fossile";3,051;Données Consolidées
1999-10;"Thermique fossile";3,606;Données Consolidées
1999-11;"Thermique fossile";6,015;Données Consolidées
1999-12;"Thermique fossile";7,216;Données Consolidées
2000-01;"Thermique fossile";8,09;Données Consolidées
2000-02;"Thermique fossile";6,571;Données Consolidées
2000-03;"Thermique fossile";4,908;Données Consolidées
2000-04;"Thermique fossile";4,381;Données Consolidées
2000-05;"Thermique fossile";1,606;Données Consolidées
2000-06;"Thermique fossile";2,351;Données Consolidées
2000-07;"Thermique fossile";2,561;Données Consolidées
2000-08;"Thermique fossile";2,092;Données Consolidées
2000-09;"Thermique fossile";2,782;Données Consolidées
2000-10;"Thermique fossile";3,859;Données Consolidées
2000-11;"Thermique fossile";5,291;Données Consolidées
2000-12;"Thermique fossile";5,387;Données Consolidées
2001-01;"Thermique fossile";4,891;Données Consolidées
2001-02;"Thermique fossile";4,678;Données Consolidées
2001-03;"Thermique fossile";4,489;Données Consolidées
2001-04;"Thermique fossile";2,595;Données Consolidées
2001-05;"Thermique fossile";2,198;Données Consolidées
2001-06;"Thermique fossile";2,28;Données Consolidées
2001-07;"Thermique fossile";1,781;Données Consolidées
2001-08;"Thermique fossile";1,369;Données Consolidées
2001-09;"Thermique fossile";1,827;Données Consolidées
2001-10;"Thermique fossile";2,802;Données Consolidées
2001-11;"Thermique fossile";7,119;Données Consolidées
2001-12;"Thermique fossile";8,761;Données Consolidées
2002-01;"Thermique fossile";8,19;Données Consolidées
2002-02;"Thermique fossile";6,635;Données Consolidées
2002-03;"Thermique fossile";6,022;Données Consolidées
2002-04;"Thermique fossile";3,848;Données Consolidées
2002-05;"Thermique fossile";2,671;Données Consolidées
2002-06;"Thermique fossile";2,294;Données Consolidées
2002-07;"Thermique fossile";2,409;Données Consolidées
2002-08;"Thermique fossile";1,692;Données Consolidées
2002-09;"Thermique fossile";2,905;Données Consolidées
2002-10;"Thermique fossile";3,862;Données Consolidées
2002-11;"Thermique fossile";5,05;Données Consolidées
2002-12;"Thermique fossile";6,003;Données Consolidées
2003-01;"Thermique fossile";7,197;Données Consolidées
2003-02;"Thermique fossile";6,832;Données Consolidées
2003-03;"Thermique fossile";5,839;Données Consolidées
2003-04;"Thermique fossile";3,916;Données Consolidées
2003-05;"Thermique fossile";2,437;Données Consolidées
2003-06;"Thermique fossile";2,509;Données Consolidées
2003-07;"Thermique fossile";2,945;Données Consolidées
2003-08;"Thermique fossile";2,924;Données Consolidées
2003-09;"Thermique fossile";3,371;Données Consolidées
2003-10;"Thermique fossile";4,441;Données Consolidées
2003-11;"Thermique fossile";6,153;Données Consolidées
2003-12;"Thermique fossile";6,301;Données Consolidées
2004-01;"Thermique fossile";6,332;Données Consolidées
2004-02;"Thermique fossile";6,197;Données Consolidées
2004-03;"Thermique fossile";7,036;Données Consolidées
2004-04;"Thermique fossile";4,087;Données Consolidées
2004-05;"Thermique fossile";2,885;Données Consolidées
2004-06;"Thermique fossile";2,913;Données Consolidées
2004-07;"Thermique fossile";2,439;Données Consolidées
2004-08;"Thermique fossile";2,631;Données Consolidées
2004-09;"Thermique fossile";2,99;Données Consolidées
2004-10;"Thermique fossile";3,343;Données Consolidées
2004-11;"Thermique fossile";5,986;Données Consolidées
2004-12;"Thermique fossile";6,755;Données Consolidées
2005-01;"Thermique fossile";6,748;Données Consolidées
2005-02;"Thermique fossile";7,51;Données Consolidées
2005-03;"Thermique fossile";7,584;Données Consolidées
2005-04;"Thermique fossile";4,064;Données Consolidées
2005-05;"Thermique fossile";2,692;Données Consolidées
2005-06;"Thermique fossile";2,906;Données Consolidées
2005-07;"Thermique fossile";3,312;Données Consolidées
2005-08;"Thermique fossile";2,005;Données Consolidées
2005-09;"Thermique fossile";3,124;Données Consolidées
2005-10;"Thermique fossile";3,712;Données Consolidées
2005-11;"Thermique fossile";7,271;Données Consolidées
2005-12;"Thermique fossile";8,722;Données Consolidées
2006-01;"Thermique fossile";8,577;Données Consolidées
2006-02;"Thermique fossile";8,067;Données Consolidées
2006-03;"Thermique fossile";7,793;Données Consolidées
2006-04;"Thermique fossile";1,987;Données Consolidées
2006-05;"Thermique fossile";1,517;Données Consolidées
2006-06;"Thermique fossile";2,181;Données Consolidées
2006-07;"Thermique fossile";2,822;Données Consolidées
2006-08;"Thermique fossile";1,884;Données Consolidées
2006-09;"Thermique fossile";2,728;Données Consolidées
2006-10;"Thermique fossile";3,078;Données Consolidées
2006-11;"Thermique fossile";6,334;Données Consolidées
2006-12;"Thermique fossile";6,88;Données Consolidées
2007-01;"Thermique fossile";6,524;Données Consolidées
2007-02;"Thermique fossile";5,87;Données Consolidées
2007-03;"Thermique fossile";6,34;Données Consolidées
2007-04;"Thermique fossile";3,589;Données Consolidées
2007-05;"Thermique fossile";2,835;Données Consolidées
2007-06;"Thermique fossile";2,49;Données Consolidées
2007-07;"Thermique fossile";2,589;Données Consolidées
2007-08;"Thermique fossile";2,092;Données Consolidées
2007-09;"Thermique fossile";2,942;Données Consolidées
2007-10;"Thermique fossile";4,239;Données Consolidées
2007-11;"Thermique fossile";7,57;Données Consolidées
2007-12;"Thermique fossile";8,019;Données Consolidées
2008-01;"Thermique fossile";7,007;Données Consolidées
2008-02;"Thermique fossile";6,151;Données Consolidées
2008-03;"Thermique fossile";6,408;Données Consolidées
2008-04;"Thermique fossile";3,904;Données Consolidées
2008-05;"Thermique fossile";1,954;Données Consolidées
2008-06;"Thermique fossile";2,877;Données Consolidées
2008-07;"Thermique fossile";2,525;Données Consolidées
2008-08;"Thermique fossile";1,729;Données Consolidées
2008-09;"Thermique fossile";3,094;Données Consolidées
2008-10;"Thermique fossile";4,401;Données Consolidées
2008-11;"Thermique fossile";6,074;Données Consolidées
2008-12;"Thermique fossile";7,052;Données Consolidées
2009-01;"Thermique fossile";7,933;Données Consolidées
2009-02;"Thermique fossile";6,84;Données Consolidées
2009-03;"Thermique fossile";6,152;Données Consolidées
2009-04;"Thermique fossile";2,567;Données Consolidées
2009-05;"Thermique fossile";1,786;Données Consolidées
2009-06;"Thermique fossile";2,065;Données Consolidées
2009-07;"Thermique fossile";2,368;Données Consolidées
2009-08;"Thermique fossile";2,539;Données Consolidées
2009-09;"Thermique fossile";3,583;Données Consolidées
2009-10;"Thermique fossile";4,754;Données Consolidées
2009-11;"Thermique fossile";6,594;Données Consolidées
2009-12;"Thermique fossile";7,714;Données Consolidées
2010-01;"Thermique fossile";8,802;Données Consolidées
2010-02;"Thermique fossile";6,822;Données Consolidées
2010-03;"Thermique fossile";7,25;Données Consolidées
2010-04;"Thermique fossile";3,568;Données Consolidées
2010-05;"Thermique fossile";2,843;Données Consolidées
2010-06;"Thermique fossile";2,367;Données Consolidées
2010-07;"Thermique fossile";2,953;Données Consolidées
2010-08;"Thermique fossile";1,58;Données Consolidées
2010-09;"Thermique fossile";2,964;Données Consolidées
2010-10;"Thermique fossile";4,713;Données Consolidées
2010-11;"Thermique fossile";7,024;Données Consolidées
2010-12;"Thermique fossile";8,597;Données Consolidées
2011-01;"Thermique fossile";6,599;Données Consolidées
2011-02;"Thermique fossile";6,553;Données Consolidées
2011-03;"Thermique fossile";6,807;Données Consolidées
2011-04;"Thermique fossile";2,888;Données Consolidées
2011-05;"Thermique fossile";3,227;Données Consolidées
2011-06;"Thermique fossile";1,974;Données Consolidées
2011-07;"Thermique fossile";1,673;Données Consolidées
2011-08;"Thermique fossile";1,806;Données Consolidées
2011-09;"Thermique fossile";2,749;Données Consolidées
2011-10;"Thermique fossile";4,673;Données Consolidées
2011-11;"Thermique fossile";7,08;Données Consolidées
2011-12;"Thermique fossile";5,475;Données Consolidées
2012-01;"Thermique fossile";5,399;Données Consolidées
2012-02;"Thermique fossile";8,721;Données Consolidées
2012-03;"Thermique fossile";5,276;Données Consolidées
2012-04;"Thermique fossile";3,484;Données Consolidées
2012-05;"Thermique fossile";1,771;Données Consolidées
2012-06;"Thermique fossile";2,219;Données Consolidées
2012-07;"Thermique fossile";2,221;Données Consolidées
2012-08;"Thermique fossile";2,534;Données Consolidées
2012-09;"Thermique fossile";2,449;Données Consolidées
2012-10;"Thermique fossile";3,517;Données Consolidées
2012-11;"Thermique fossile";5,19;Données Consolidées
2012-12;"Thermique fossile";5,319;Données Consolidées
2013-01;"Thermique fossile";6,301;Données Consolidées
2013-02;"Thermique fossile";6,357;Données Consolidées
2013-03;"Thermique fossile";6,27;Données Consolidées
2013-04;"Thermique fossile";2,983;Données Consolidées
2013-05;"Thermique fossile";1,403;Données Consolidées
2013-06;"Thermique fossile";1,112;Données Consolidées
2013-07;"Thermique fossile";1,636;Données Consolidées
2013-08;"Thermique fossile";2,044;Données Consolidées
2013-09;"Thermique fossile";2,784;Données Consolidées
2013-10;"Thermique fossile";3,261;Données Consolidées
2013-11;"Thermique fossile";4,877;Données Consolidées
2013-12;"Thermique fossile";4,546;Données Consolidées
2014-01;"Thermique fossile";3,031036563881;Données Consolidées
2014-02;"Thermique fossile";2,568259187598;Données Consolidées
2014-03;"Thermique fossile";2,82620799681;Données Consolidées
2014-04;"Thermique fossile";1,420471359424;Données Consolidées
2014-05;"Thermique fossile";0,992956043612;Données Consolidées
2014-06;"Thermique fossile";0,945437594429;Données Consolidées
2014-07;"Thermique fossile";0,76336677241;Données Consolidées
2014-08;"Thermique fossile";0,710829179058;Données Consolidées
2014-09;"Thermique fossile";1,411691225957;Données Consolidées
2014-10;"Thermique fossile";2,293652347649;Données Consolidées
2014-11;"Thermique fossile";3,402039375699;Données Consolidées
2014-12;"Thermique fossile";4,200564357167;Données Consolidées
2015-01;"Thermique fossile";4,88284446265;Données Consolidées
2015-02;"Thermique fossile";5,229633994707;Données Consolidées
2015-03;"Thermique fossile";3,889203839684;Données Consolidées
2015-04;"Thermique fossile";1,624218674238;Données Consolidées
2015-05;"Thermique fossile";0,645996208547;Données Consolidées
2015-06;"Thermique fossile";0,66256748615;Données Consolidées
2015-07;"Thermique fossile";1,283504774862;Données Consolidées
2015-08;"Thermique fossile";0,772233416769;Données Consolidées
2015-09;"Thermique fossile";1,852501824504;Données Consolidées
2015-10;"Thermique fossile";3,601618214304;Données Consolidées
2015-11;"Thermique fossile";4,534826286179;Données Consolidées
2015-12;"Thermique fossile";4,026631460288;Données Consolidées
2016-01;"Thermique fossile";4,752440182116;Données Consolidées
2016-02;"Thermique fossile";3,622412529785;Données Consolidées
2016-03;"Thermique fossile";4,296467032608;Données Consolidées
2016-04;"Thermique fossile";2,440371846727;Données Consolidées
2016-05;"Thermique fossile";1,424177961691;Données Consolidées
2016-06;"Thermique fossile";1,535330774797;Données Consolidées
2016-07;"Thermique fossile";1,938343510132;Données Consolidées
2016-08;"Thermique fossile";2,049034896238;Données Consolidées
2016-09;"Thermique fossile";4,050066080918;Données Consolidées
2016-10;"Thermique fossile";4,987050818353;Données Consolidées
2016-11;"Thermique fossile";6,579138828378;Données Consolidées
2016-12;"Thermique fossile";7,336655761387;Données Consolidées
2017-01;"Thermique fossile";8,244805215971;Données Consolidées
2017-02;"Thermique fossile";6,04803352552;Données Consolidées
2017-03;"Thermique fossile";5,060499532078;Données Consolidées
2017-04;"Thermique fossile";3,349094815446;Données Consolidées
2017-05;"Thermique fossile";2,332888538861;Données Consolidées
2017-06;"Thermique fossile";2,001220556941;Données Consolidées
2017-07;"Thermique fossile";3,211099170879;Données Consolidées
2017-08;"Thermique fossile";1,971216090115;Données Consolidées
2017-09;"Thermique fossile";2,942636990311;Données Consolidées
2017-10;"Thermique fossile";5,310486809896;Données Consolidées
2017-11;"Thermique fossile";7,01289562507;Données Consolidées
2017-12;"Thermique fossile";6,050781076563;Données Consolidées
2018-01;"Thermique fossile";3,500031999428;Données Consolidées
2018-02;"Thermique fossile";6,017252124225;Données Consolidées
2018-03;"Thermique fossile";4,898336892267;Données Consolidées
2018-04;"Thermique fossile";1,168501973679;Données Consolidées
2018-05;"Thermique fossile";0,833190833094;Données Consolidées
2018-06;"Thermique fossile";1,094244376016;Données Consolidées
2018-07;"Thermique fossile";2,631009983295;Données Consolidées
2018-08;"Thermique fossile";2,488372788157;Données Consolidées
2018-09;"Thermique fossile";2,107616917548;Données Consolidées
2018-10;"Thermique fossile";3,683700760036;Données Consolidées
2018-11;"Thermique fossile";5,551612355879;Données Consolidées
2018-12;"Thermique fossile";4,459660161214;Données Consolidées
2019-01;"Thermique fossile";6,396932505865;Données Consolidées
2019-02;"Thermique fossile";4,829192713397;Données Consolidées
2019-03;"Thermique fossile";3,330685664846;Données Consolidées
2019-04;"Thermique fossile";2,22655469983;Données Consolidées
2019-05;"Thermique fossile";1,981540000173;Données Consolidées
2019-06;"Thermique fossile";1,775774953167;Données Consolidées
2019-07;"Thermique fossile";2,896627836383;Données Consolidées
2019-08;"Thermique fossile";2,176381033006;Données Consolidées
2019-09;"Thermique fossile";2,859586866448;Données Consolidées
2019-10;"Thermique fossile";3,21060417298;Données Consolidées
2019-11;"Thermique fossile";5,628336442444;Données Consolidées
2019-12;"Thermique fossile";4,372509391881;Données Consolidées
2020-01;"Thermique fossile";5,4818860651;Données Consolidées
2020-02;"Thermique fossile";3,831293649933;Données Consolidées
2020-03;"Thermique fossile";3,620271404263;Données Consolidées
2020-04;"Thermique fossile";0,589868300839;Données Consolidées
2020-05;"Thermique fossile";1,220978192019;Données Consolidées
2020-06;"Thermique fossile";2,484402051752;Données Consolidées
2020-07;"Thermique fossile";2,756109690529;Données Consolidées
2020-08;"Thermique fossile";2,634510785942;Données Consolidées
2020-09;"Thermique fossile";2,955037462426;Données Consolidées
2020-10;"Thermique fossile";2,473337545256;Données Consolidées
2020-11;"Thermique fossile";4,430717081344;Données Consolidées
2020-12;"Thermique fossile";4,858100338565;Données Consolidées
2021-01;"Thermique fossile";5,683620918064;Données Consolidées
2021-02;"Thermique fossile";4,056993673124;Données Consolidées
2021-03;"Thermique fossile";4,145812071189;Données Consolidées
2021-04;"Thermique fossile";3,046656755155;Données Consolidées
2021-05;"Thermique fossile";1,223547143311;Données Consolidées
2021-06;"Thermique fossile";1,549528696335;Données Consolidées
2021-07;"Thermique fossile";1,597572908569;Données Consolidées
2021-08;"Thermique fossile";0,954517346944;Données Consolidées
2021-09;"Thermique fossile";2,193973983954;Données Consolidées
2021-10;"Thermique fossile";2,583131049895;Données Consolidées
2021-11;"Thermique fossile";5,768427371193;Données Consolidées
2021-12;"Thermique fossile";5,770346839664;Données Consolidées
2022-01;"Thermique fossile";6,269569077013;Données Consolidées
2022-02;"Thermique fossile";4,501532317535;Données Consolidées
2022-03;"Thermique fossile";5,302324587523;Données Consolidées
2022-04;"Thermique fossile";3,504846600179;Données Consolidées
2022-05;"Thermique fossile";2,965554707998;Données Consolidées
2022-06;"Thermique fossile";2,571631428927;Données Consolidées
2022-07;"Thermique fossile";3,246633512211;Données Consolidées
2022-08;"Thermique fossile";3,023212139926;Données Consolidées
2022-09;"Thermique fossile";3,334382715154;Données Consolidées
2022-10;"Thermique fossile";3,868423821814;Données Consolidées
2022-11;"Thermique fossile";4,70175774616;Données Consolidées
2022-12;"Thermique fossile";5,871169957127;Données Consolidées
2023-01;"Thermique fossile";4,573297229012;Données Consolidées
2023-02;"Thermique fossile";5,267588314291;Données Consolidées
2023-03;"Thermique fossile";3,810712819834;Données Consolidées
2023-04;"Thermique fossile";2,019513418261;Données Consolidées
2023-05;"Thermique fossile";1,309778366732;Données Consolidées
2023-06;"Thermique fossile";1,855819064176;Données Consolidées
2023-07;"Thermique fossile";1,937834655141;Données Consolidées
2023-08;"Thermique fossile";1,807702922368;Données Consolidées
